(0.903388841103087,0.10553767172736594)
(0.7827916831633239,0.21334432605998904)
(0.3831178420427014,0.6287163965460539)
(0.5036347511007397,0.5018771221007118)
(0.7315210667251046,0.2655732090443939)
(0.6954849819335474,0.3035172462986013)
(0.6139165599285146,0.3874084502384372)
(0.6939688813355382,0.2857606919246961)
(0.4495798124314544,0.5542215880900258)
(0.40824374140191677,0.6032976355851383)
(0.6747910540635045,0.3197426843783734)
(1.0739404346577166,-0.07506256278598654)
(0.6396992090023162,0.37865123161655745)
(0.3641305017312166,0.6265728673918209)
(0.5799657192109026,0.4250558353426198)
(0.26183842063258034,0.7306406247786374)
(0.6194383733794563,0.3490648807255451)
(0.4441060917989822,0.553263857930199)
(0.6516330157042792,0.3258326271883547)
(0.9857493074810112,0.017959096909605784)
(0.9494929701711785,0.07490518009752221)
(0.7615678171892512,0.23301213983162306)
(0.48640330723557784,0.5427642707616973)
(0.19248693162502548,0.8042162089180502)
(0.4231772224788377,0.5728756401896594)
(0.5665271213072948,0.43756316812316953)
(0.9215106963513301,0.08925434635924773)
(0.752362303218515,0.2577348561425436)
(1.6178335419554664,-0.6161953712231314)
(0.8448699265805089,0.1691440045931447)
(0.42968595819136146,0.5894371826333724)
(0.7220055553669343,0.28084119886146747)
(0.6841477761260027,0.3273402719583405)
(0.9655037060415783,0.043458760196403295)
(0.46834224600281227,0.5599294787950904)
(0.8144807904479517,0.20938750206687978)
(0.6019213701376221,0.4017419521938046)
(0.496480794911089,0.5061452625769238)
(0.6144782015318248,0.37681590563090794)
(0.5044775633483186,0.5060520353846034)
(1.2732459154235716,-0.2700435630106801)
(0.8041346512656896,0.21392623361166543)
(0.4031022493137513,0.6009716896084597)
(0.9434045627903388,0.05791142823755729)
(0.9487108992715969,0.05688229678598837)
(1.008878335780535,-0.015366095028414446)
(0.8146801439218557,0.19153266843825742)
(0.8685562401315261,0.14936983087922856)
(0.7080105261937233,0.3122821348618101)
(0.7846227639061669,0.2241305700508591)
(0.8134193368677465,0.19337262669754077)
(0.3985806342752052,0.5932273095083791)
(0.9912447976563286,-0.010882520422830512)
(1.527529575167686,-0.5109575128732906)
(0.671105327461433,0.30310323507357606)
(0.9760843419776047,0.03044476508745129)
(0.2634885139084787,0.7372559685782369)
(0.7474224250926624,0.26463498819144776)
(1.0058221607617641,0.01396736950066886)
(0.6243453538417885,0.3853411309067581)
(1.0583817350793832,-0.05554309056385184)
(0.5269091280376298,0.5132360952894671)
(0.769379887094789,0.20024126010979768)
(0.5966700078374099,0.41131100950254984)
(0.5069836378413407,0.4880855822093893)
(0.8607737578051499,0.1131743913626616)
(1.0105745458086128,-0.006761280684470631)
(0.7426639641834861,0.2553613502465868)
(0.6569794851536704,0.3541088343268765)
(0.5031622630226658,0.4952827402647481)
(0.9383667518202143,0.059575149303850855)
(0.6612471538054948,0.32090878239816445)
(0.32954376636276717,0.6712326229006852)
(0.9403023069218227,0.03557715431684445)
(0.5050953498802285,0.48443773192204126)
(0.7766134546580115,0.22905149018525425)
(0.7067745022922999,0.28490965618073133)
(0.5701826808176153,0.4127248884517392)
(0.7477528457458662,0.2619531906375395)
(0.3936512354569981,0.5955827597689359)
(0.3213984672508782,0.6802204549795848)
(0.489830611414149,0.5219691985323472)
(0.6579361429713652,0.32166720750695105)
(0.773113314039793,0.24039560746581434)
(0.7729971592644227,0.21642614615140773)
(0.8152497320710199,0.1864212925126909)
(1.0893611545857391,-0.07255865667679388)
(0.9125871043976106,0.06757559996371479)
(0.8264007944609136,0.16030674215635315)
(0.6140415353052249,0.3986531055680181)
(0.7104877681859926,0.2880524271653024)
(0.5508396870913312,0.44494095810000456)
(0.6415477914231158,0.3755137905212624)
(0.2513912831613631,0.7556275563669362)
(0.8405356228676593,0.14470740749056912)
(0.3436817700768611,0.6530415692664604)
(0.7723407709133148,0.24548682682808323)
(0.7690385793324109,0.2218377739535796)
(0.939894003351624,0.0696501644480382)
(0.2773956253266998,0.7355650675522332)
(0.8015265185685754,0.2051213006989752)
(0.6194846071997263,0.363496264551023)
(0.7076880029422887,0.28025014109271823)
(0.9551986137093252,0.04917175502344431)
(0.6083948763349182,0.38400280555725413)
(0.6425578498052004,0.3646601825966152)
(0.07181285252709892,0.9268912253283879)
(0.8230686709729247,0.1845817584198352)
(0.4650022074594384,0.5425938633156112)
(0.6077100597691585,0.4151388590291373)
(0.9310848770670739,0.0741993643510009)
(0.8712862739312195,0.13359201574785853)
(0.8151584615382623,0.19746645066938207)
(0.12602434565502102,0.8677288641306272)
(1.25471603331497,-0.2736977016812988)
(0.468156987720858,0.51791413532965)
(0.602286580235773,0.41761775539202783)
(0.6319498574792483,0.3621646220068375)
(0.6609639892569471,0.3260204306192746)
(0.4739406431521686,0.5393705961195614)
(0.8014086326200498,0.21521022071487703)
(0.371176079523702,0.6258214709531618)
(0.5897106178893106,0.4252866758680616)
(0.6237621353869143,0.3727408397084835)
(0.7421642274429432,0.24929019161921775)
(0.32921592180386394,0.6820082779189443)
(0.5816885276363118,0.4277175409126078)
(0.8613249426521868,0.16231145816893586)
(0.27556627758527175,0.7465679292449635)
(0.684524741461422,0.3316665665343239)
(0.9818079409911118,0.02457860489500105)
(0.5059713222126921,0.5214498100134618)
(0.6576109761352145,0.3364749651262422)
(0.5375739295741248,0.4391360338261698)
(1.0597635199283646,-0.06736578313295552)
(0.6552429608415368,0.32724331045120364)
(0.40180678229677486,0.600082103484325)
(0.6535939355377577,0.3362740671784696)
(0.44771758817055235,0.5564961231005509)
(0.8765016032422217,0.12792647409715543)
(0.6047543649106869,0.37801364232471224)
(0.8322121997097114,0.16670766515127006)
(0.6246132458734457,0.3731065737623925)
(0.7525219995819328,0.2370739830540126)
(0.6694355531886483,0.35635440066472496)
(0.6766750543015781,0.32698108495170075)
(0.541867063710053,0.47404072047721135)
(0.7929687625989867,0.2092338305714066)
(0.8327157820682292,0.18715861416622254)
(0.26446815352230385,0.7202321475072561)
