(0.12784835065440572,0.8698595423365081)
(0.032081214915008906,0.9791002746366047)
(0.4368870190142033,0.5817570750805422)
(0.5132763192082517,0.49075131358094937)
(0.27230941913494316,0.6900830652915362)
(0.2073245588045629,0.7818841767825211)
(0.3496734478749796,0.626706708095103)
(0.2585795065385679,0.7425609822150315)
(0.2828671919817491,0.7410135818890252)
(0.3604191901989743,0.634087672167071)
(0.379997751405698,0.617024453898705)
(1e-09,1.009069002012735)
(1e-09,1.0314173605201216)
(0.2563835259013466,0.705161795495733)
(0.4322061077364679,0.5829416354308501)
(0.02645644653895521,0.9482183632104818)
(0.21688570239641874,0.783815770612849)
(0.3015527007768183,0.7151055722840791)
(0.28620927627031595,0.725250898330244)
(0.02986816984042216,0.9541652580683914)
(0.15313452591053514,0.8828905054862792)
(0.4227480306208051,0.5803211415705605)
(0.1443975949845094,0.8568161178551065)
(0.3667147224536259,0.6454144563128584)
(0.25633327128528693,0.7276863471992002)
(0.24027282910274178,0.7570415767940316)
(0.4655199003919842,0.530022179809485)
(1e-09,1.035121588467682)
(1e-09,0.9971934068753193)
(0.08983806303124751,0.9085925811554252)
(1e-09,1.1110769361522104)
(0.03452536747850347,0.9654274245696379)
(0.0832242560529433,0.886189578957356)
(0.4742710061419923,0.5336980933492684)
(0.23232661122381232,0.7540347074174597)
(0.3893283458953907,0.6139825998933741)
(0.35306317970804174,0.654502765159636)
(1e-09,1.0734822646010833)
(0.4776506637238072,0.5322461273594324)
(0.4190889768683008,0.5943703354997845)
(0.24909778822201492,0.7518006682915022)
(0.09724995960208535,0.9090846499960217)
(0.16989040745564554,0.857611797971919)
(0.21955730764708223,0.77503307623904)
(0.01432679167474148,1.0041747278703486)
(0.1781325116496361,0.8170605374718057)
(0.4218720885960369,0.6090952804247026)
(0.3054665432309804,0.6829764044105592)
(0.3635607462722496,0.6238177193039023)
(0.15429402939259895,0.8746235580384624)
(0.27660675316460664,0.7070925530642737)
(0.36347004540502115,0.6484817904969064)
(0.21662493309805905,0.7760483635523909)
(0.48566239601584477,0.5251350049170455)
(0.22735422652390988,0.799191822765663)
(0.07748929981568096,0.9078008869033732)
(0.5132190125329411,0.49864801666355507)
(0.24997863429642717,0.7292417586065693)
(0.27200832051108365,0.7251938427269013)
(0.1183584311146629,0.8997345604861775)
(0.06838023294360943,0.9130515466565557)
(0.19321369127736246,0.7896749108309842)
(0.16259904094478386,0.8249664783784293)
(0.24952210377419534,0.761371950969879)
(0.10596532359783588,0.8894651622484281)
(0.4628205495423135,0.5466213198209289)
(0.25392148710485984,0.7475672425567246)
(0.3031000397003844,0.7105673923103232)
(0.10535631391155409,0.8589870263002107)
(0.17023649743718533,0.8404670923794159)
(0.23359753629388685,0.7709195897564418)
(0.34151787226840236,0.6547550801971208)
(0.2545124985267456,0.7571605164854527)
(0.4677187202524418,0.5069868619483375)
(0.0676925963644726,0.9283462552760136)
(0.3538588631142563,0.6486099762598277)
(0.09427212510656777,0.8889174061267489)
(0.21668938204147292,0.7864084561205532)
(0.2640503865841834,0.7488150171577271)
(0.3784275599434488,0.6141807399050958)
(0.15225834777510214,0.8525385441850981)
(0.28402814047840613,0.7211873474217819)
(0.15578016982388124,0.8275464477519068)
(0.028820459833079886,0.9997647888882158)
(0.08549050610182998,0.9014900951130235)
(0.3208740299834778,0.6919015620838245)
(0.3872918654884436,0.6399933900544106)
(0.07494005022553886,0.9080876524033031)
(0.22768222018969506,0.7575143876167503)
(0.11219551932382092,0.8820154401022234)
(1e-09,0.9993429746519435)
(0.268710768922578,0.7522390262819182)
(0.19267685837536683,0.8119471871719375)
(1e-09,1.0048206681142704)
(0.20790256191623901,0.7845238461886194)
(0.34215402418845037,0.6559212483272908)
(0.3221332056549177,0.6773162329148213)
(0.13320473325785906,0.8715417218450041)
(0.06714838022767765,0.9155768337436362)
(0.09849236678673778,0.9102277636823783)
(0.2441781085241301,0.7621543870553676)
(0.26786303428001934,0.7411180279054012)
(0.5477776742081198,0.49430407787452585)
(0.11551792156979662,0.8534286659912733)
(0.05080767739817325,0.9526535199595123)
(0.057845675792242326,0.9461226349143982)
(0.35910326933108094,0.6128291270905036)
(0.1725412781535342,0.8479314925301624)
(0.2776187666683243,0.7184724565731517)
(0.06648528294097547,0.9163883320822471)
(0.2695552415031943,0.7481774393092867)
(0.3813141178332836,0.6127854888295463)
(0.3261532892460961,0.6802624001967067)
(0.2626057492869478,0.7120678928304053)
(0.0498925033099924,0.9594593651568688)
(0.1083517864023567,0.9042972108975582)
(1e-09,1.1310783897008292)
(0.11754138629211482,0.8772183111274421)
(0.19352351800984652,0.805262202838654)
(0.27141118528949365,0.7056859679043733)
(0.12494293199999983,0.8641787087567738)
(0.3434406999967848,0.6621572688000539)
(0.3764751517397049,0.5845140905556666)
(0.5502405836733103,0.46706549461777797)
(0.10783950656850791,0.8553225628908404)
(0.13952258541904444,0.8877534882079545)
(0.14766695995588458,0.8138292772187377)
(0.348200955676185,0.634612012542487)
(0.45875450984807664,0.5511932285271615)
(0.451993610268524,0.537713321645643)
(0.10225725980841205,0.8973514446719063)
(0.09604336596602316,0.9053851533669512)
(0.06245369898587755,0.908675034201585)
(0.09355434231225007,0.9191574770503473)
(0.17745431930627795,0.834407798811065)
(0.012246214065176945,0.9920439762113851)
(0.05849915916543308,0.9061958031499766)
(0.12364154792489829,0.8576876090168255)
(0.5012047691663836,0.4985596749093814)
(0.23158491235519457,0.761100400320421)
(0.6718931289933336,0.351236140365892)
(0.340981142659509,0.6797717182557309)
(0.30921459944850543,0.6539154328905886)
(0.2735235513164924,0.7454064508862203)
(0.0036253978969567895,0.9732823993844975)
(0.3064831013943077,0.6935777352546196)
(0.11569207207307902,0.8700012844393024)
(0.4389714012258151,0.6159406534901879)
(0.37715543734153684,0.6130068238777069)
(0.3312144552312964,0.6789817875808485)
(0.4830583810864129,0.5170422299785515)
(1e-09,1.211712736375547)
(0.2900934888320459,0.7144004249178798)
(0.07300943462953123,0.9320067411280288)
(0.4250767377562706,0.5721702831998926)
(0.050157514605743546,0.944996875933419)
(0.19713732664753553,0.7988602678619728)
(1e-09,1.0518424077402864)
(0.32661753799575416,0.6721683121198976)
(0.05979417596500863,0.9313115546952908)
(0.291677593142898,0.6744620091148895)
(0.20598126645311662,0.8125899808059915)
(0.40165501322345215,0.5823976879142346)
(0.27893702543419047,0.7522600292683851)
(0.060052719678043785,0.9476313827164864)
(0.14104965025232247,0.8552494157621588)
(1e-09,1.0356631868261714)
(0.17984143088628185,0.8443505791083863)
(0.5230304952606539,0.47905084906758233)
(0.2826141437989256,0.7378110511042224)
(0.15539485962970806,0.8314770688305015)
(0.04332175609740918,0.9421674774549039)
(0.17908810357147542,0.8475311962693264)
(0.32404078114389,0.6606013269790882)
(0.2139194741696223,0.7853053783177245)
(0.40346263651937114,0.5740906006716662)
(0.447489909819663,0.5447224904061408)
(1e-09,1.10842979154301)
(0.20428455791632527,0.7827749228097897)
(0.11375885493940233,0.8718922390376026)
(1e-09,1.0816979262045774)
(0.103726724147732,0.9123361810858448)
(0.23248285219289475,0.7485612326803532)
(0.33829282335637406,0.6478774165277623)
(0.24801756327142016,0.744274201580367)
(0.08662893282908075,0.9035170154814129)
(0.37758609733619314,0.6136670751140314)
(0.3350744301314601,0.6762400319111062)
(0.07726750304429376,0.9022596636475824)
(0.34498287349763745,0.641576919117468)
(0.0162122370863532,0.9910207257996215)
(0.09346926553394305,0.8908098466908491)
(0.2225922202136726,0.7777772872764724)
(0.10704934623237686,0.893458573995055)
(0.29112382555102,0.7187690778227227)
(0.28527538015515796,0.7274063733456544)
(0.2955545962927262,0.7138194423966935)
(0.43578172832095974,0.5590741597421625)
(0.19570903089194683,0.7916399379454735)
(0.1987250427250737,0.7969331659149925)
(0.18430776011477673,0.8317748497835574)
(0.21610168195952217,0.8093624739233913)
(0.09958638678733227,0.884064329521964)
(0.5047345757411198,0.48164073127873613)
(0.08173358294621388,0.9544034945850294)
(0.27157001288195204,0.7248980640510045)
(0.3281160856809831,0.6548222939233275)
(0.34015942301447066,0.684994199410799)
(0.3210805006834781,0.6838123422914585)
(0.0035321038435800626,1.0195962346758227)
(0.27544839418142897,0.7324868116644399)
(0.38863329876321745,0.6157077099935238)
(0.31094463032725705,0.6663240431018707)
(0.28775877233066566,0.7238734307193203)
(0.15438947038349526,0.8483806417782809)
(0.23321764385184796,0.7525929840863281)
(0.17550387748761148,0.8298565953621907)
(0.19112929572249518,0.8160824913911345)
(0.18635675900838186,0.8326891341415492)
(0.17774182911411798,0.834266652026028)
(0.1738773743476206,0.8697882620606562)
(0.11188267765277422,0.886622315343964)
(0.1686491253687754,0.8123875111569603)
(0.06718506713612282,0.9371138212095806)
(1e-09,1.020638509098373)
(0.306333787847036,0.7150422260245238)
(0.36033702027528586,0.6115583560719892)
(0.15114444833572074,0.8721192550816017)
(0.04131230249409122,0.9669368293254836)
(0.107712729315117,0.9234404209501179)
(0.2992892212316643,0.6652593149821316)
(1e-09,0.9854988887485955)
(0.20373166459050915,0.8142659801467899)
(0.08469992394154104,0.9112154209891683)
(0.2258602704091526,0.8227936474698273)
(0.3008833583273787,0.7209770180262383)
(0.1529427409812467,0.852170176501186)
(0.3266568757930993,0.678294021472361)
(0.41121101380813474,0.5862949920269535)
(0.06646865218532286,0.9034863503977383)
(0.13024325497480288,0.8652551549322043)
(0.23734942501941603,0.7826722868875313)
(0.4450347623656505,0.52463910459324)
(0.35617034603501985,0.6332792867007313)
(0.1815800016175823,0.8374598017261247)
(0.11815925411322045,0.8802967638212434)
(0.33913812779753805,0.6730902656257424)
(0.004885107756010517,0.9727796042596631)
(0.16655168690243138,0.831911909107855)
(0.24621963912300485,0.7510636767416686)
(0.25027415173473566,0.7606873702022477)
(1e-09,1.18238473124501)
(0.2175705977396723,0.7789030232973437)
(0.2478304873968994,0.7750256237223607)
(0.4132951761345249,0.5664249817435217)
(0.13267876088012515,0.868161393831667)
(0.20301901831664929,0.7718317820986247)
(0.2628730522337905,0.7620619314608414)
(0.2627982245423387,0.7327161767654188)
(1e-09,1.0384548833563876)
(1e-09,1.0643263927460622)
(0.36464695495917737,0.6690851700592901)
(0.018934108088392822,0.9745291978912104)
(1e-09,1.0146511246887544)
(0.11429339514694505,0.8985766112949114)
(0.16241062464533507,0.8202731373123947)
(0.32100425412281786,0.6645257842056794)
(0.5097371787865813,0.4996265091865892)
(0.24541911557705093,0.7605042328334974)
(0.018269214261572613,0.959792599498023)
(0.10291912185080336,0.9003335583648134)
(0.22738700297506978,0.7663657014061004)
(0.24652871666988754,0.7483743193773993)
(0.11150555608485826,0.90935990176779)
(1e-09,1.0675746653668348)
(0.05668630045700281,0.9388808663758309)
(0.030056454096349113,0.9800042617840662)
(0.2898567415342924,0.7270487279020617)
(0.3365449228902885,0.6570333694659222)
(0.17322683702129985,0.8185869390382395)
(0.35363812210238704,0.6473613715685702)
(0.5255207896848505,0.48970631900323547)
(0.35490040133009515,0.6661030386017663)
(0.259124097745687,0.7663539266024081)
(0.1752896858432818,0.8349614154400687)
(0.07784378950461932,0.945486759937992)
(0.5004464349738547,0.49058499487871404)
(0.059732695285687656,0.9427842543555525)
(0.25510293395640476,0.742413749111234)
(0.3508282210747593,0.6769220088249781)
