(0.840261169614832,0.11573733850831558)
(1.020895171716936,-0.050371522924988754)
(0.527923268603252,0.48178824532172276)
(0.662674817736349,0.3324601410406571)
(0.6830784109151092,0.3185462382670562)
(1.2392858227231667,-0.2694404773249427)
(0.6818960108807761,0.3353837234079861)
(0.8770913996137565,0.10201104461876201)
(0.7512902416980785,0.20292571952418303)
(1.1454489879267282,-0.1483706977543589)
(0.89847126414109,0.10573821389031625)
(0.9485080787675,0.0803164348955397)
(1.2681155006466789,-0.25229458085246287)
(0.5320423199343737,0.43731552163559934)
(0.6404093886249146,0.36504990626188755)
(0.9315025890341785,0.07999500665380951)
(0.512599693824049,0.48385311687443766)
(0.9190315895122935,0.029735286043028903)
(1.5500350326237045,-0.551115333230883)
(1.0981624106834482,-0.12363117285129115)
(0.7262768787208355,0.2494877033696278)
(0.9615034583238268,0.051261720043509894)
(0.5634873785271223,0.43906835970071345)
(0.5458017937517701,0.454921545228079)
(0.7575865777853404,0.27484543130243655)
(0.9453011047078813,0.06503844586309787)
(0.8128788909984577,0.2046648092379166)
(0.535062709425686,0.4528235369058356)
(1.031881285862383,-0.03964630234052252)
(0.8245071813668348,0.1672795016888978)
(1.0388093400744756,-0.0723381190413942)
(0.6694152113195438,0.3006728902188285)
(0.8637944680661679,0.13540005553107468)
(0.6945152363852352,0.30375102976700374)
(0.8372776202538608,0.1802501930262489)
(0.7040527686829267,0.295899782683758)
(0.7475053556224165,0.2516110630581821)
(0.6592251871500263,0.3095207418233836)
(0.5977410721585616,0.4113428864271991)
(0.6534198759740465,0.3039962950128296)
(0.8558632392510748,0.1238233556605207)
(0.8777719413823688,0.12975043880489812)
(0.8531973466421414,0.15779701163078078)
(0.8716327199116478,0.14067544978210833)
(0.9052731491200208,0.05819110262951392)
(0.8152131687719572,0.1742249379267154)
(0.8196327167781975,0.18395614321114814)
(0.8259757091073531,0.16477812140861425)
(1.0822829623706907,-0.09657349114186202)
(1.0926265879198056,-0.08120365128221925)
(0.7531752115769018,0.23677238822640206)
(0.7843642684808354,0.18755628387965417)
(1.1623345874899131,-0.132789158798099)
(0.8138776851395426,0.1400933587249666)
(0.9143851556518842,0.09876096180593454)
(0.9268660011647666,0.09394593721673598)
(0.6993063404423405,0.30430152083612794)
(1.1310387250176475,-0.14279258414287968)
(0.5844749103278013,0.40312535638447494)
(1.333441214415485,-0.37925297492427046)
(0.5308968256595449,0.4421054812459234)
(0.8103119432347519,0.16810918149118462)
(1.3600919562625318,-0.36082957652820885)
(1.1933429388175258,-0.2085316613756303)
(0.7666905863783617,0.22287302403310194)
(0.6540743205380831,0.3623120539004081)
(0.7264567673430382,0.3034223497539925)
(0.7945662594972547,0.25176856743739734)
(0.5870406045361369,0.42267320378961937)
(0.5597930252581321,0.42247882927364117)
(0.7170705694426097,0.2547872591054374)
(1.0086651274124225,-0.0015859217121299298)
(0.8052116904662097,0.1852099158743337)
(1.4237752176577763,-0.46249614964363767)
(0.8358912076362316,0.1212219248596487)
(0.7553429628215808,0.2508734366722277)
(0.7807675511579982,0.2119253264391358)
(0.7056819468298993,0.33607014174712646)
(0.5249696126043762,0.5013167798241676)
